Event,Date,WinningFighter,LosingFighter,Method,WeightClass,WinningFighterBirthday,LosingFighterBirthday,ChampBoutBool,GenderBool
UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024",Ibo Aslan,Anton Turkalj,KO/TKO Punch,Light Heavyweight,"Apr 23, 1996","Jun 10, 1996",False,False
UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024",Jacob Malkoun,Andre Petroski,KO/TKO Kick,Middleweight,"Aug 26, 1995","Jun 12, 1991",False,False
UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024",Caolan Loughran,Angel Pacheco,U-DEC,Bantamweight,"May 18, 1996","Jan 13, 1992",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Rose Namajunas,Amanda Ribas,U-DEC,Women's Flyweight,"Jun 29, 1992","Aug 26, 1993",False,True
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Karl Williams,Justin Tafa,U-DEC,Heavyweight,"Jan 06, 1990","Dec 13, 1993",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Edmen Shahbazyan,AJ Dobson,KO/TKO Punches,Middleweight,"Nov 20, 1997","Jan 18, 1992",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Payton Talbott,Cameron Saaiman,KO/TKO Punches,Bantamweight,"Sep 09, 1998","Dec 20, 2000",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Youssef Zalal,Billy Quarantillo,SUB Rear Naked Choke,Featherweight,"Sep 04, 1996","Dec 08, 1988",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Fernando Padilla,Luis Pajuelo,SUB D'Arce Choke,Featherweight,"Dec 15, 1996","Dec 18, 1994",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Trey Ogden,Kurt Holobaugh,U-DEC,Lightweight,"Nov 14, 1989","Sep 08, 1986",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Julian Erosa,Ricardo Ramos,SUB Guillotine Choke,Featherweight,"Jul 31, 1989","Aug 01, 1995",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Miles Johns,Cody Gibson,U-DEC,Bantamweight,"Mar 30, 1994","Sep 11, 1987",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Jarno Errens,Steven Nguyen,U-DEC,Featherweight,"Nov 17, 1994","May 19, 1993",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Daria Zhelezniakova,Montserrat Rendon,U-DEC,Women's Bantamweight,"Jan 23, 1996","Mar 16, 1989",False,True
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Andre Lima,Igor Severino,DQ,Flyweight,"Feb 04, 1999","Apr 21, 2003",False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Mick Parkin,Mohammed Usman,U-DEC,Heavyweight,"Oct 02, 1995","Apr 01, 1989",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Marcin Tybura,Tai Tuivasa,SUB Rear Naked Choke,Heavyweight,"Nov 09, 1985","Mar 16, 1993",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Bryan Battle,Ange Loosa,CNC:No Contest,Welterweight,"Sep 21, 1994","Mar 18, 1993",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Ovince Saint Preux,Kennedy Nzechukwu,S-DEC,Light Heavyweight,"Apr 08, 1983","Jun 13, 1992",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Christian Rodriguez,Isaac Dulgarian,S-DEC,Featherweight,"Dec 17, 1997","Jul 04, 1996",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Macy Chiasson,Pannie Kianzad,SUB Rear Naked Choke,Women's Bantamweight,"Jul 27, 1991","Dec 08, 1991",False,True
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Gerald Meerschaert,Bryan Barberena,SUB Rear Naked Choke,Middleweight,"Dec 18, 1987","May 03, 1989",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Mike Davis,Natan Levy,SUB Arm Triangle,Lightweight,"Oct 07, 1992","Sep 30, 1991",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Chelsea Chandler,Josiane Nunes,U-DEC,Women's Bantamweight,"Nov 23, 1990","Dec 23, 1993",False,True
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Jafel Filho,Ode Osbourne,SUB Rear Naked Choke,Flyweight,"May 05, 1993","Jan 09, 1992",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Danny Silva,Josh Culibao,S-DEC,Featherweight,"Jan 30, 1997","May 24, 1994",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Jaqueline Amorim,Cory McKenna,SUB Armbar,Women's Strawweight,"Jun 24, 1995","Jul 11, 1999",False,True
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Thiago Moises,Mitch Ramirez,KO/TKO Kick,Lightweight,"Mar 23, 1995","Nov 03, 1992",False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Chad Anheliger,Charalampos Grigoriou,U-DEC,Bantamweight,"Dec 01, 1986","Mar 31, 1992",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Sean O'Malley,Marlon Vera,U-DEC,Bantamweight,"Oct 24, 1994","Dec 02, 1992",True,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Dustin Poirier,Benoit Saint Denis,KO/TKO Punch,Lightweight,"Jan 19, 1989","Dec 18, 1995",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Michael Page,Kevin Holland,U-DEC,Welterweight,"Apr 07, 1987","Nov 05, 1992",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Jack Della Maddalena,Gilbert Burns,KO/TKO Elbows,Welterweight,"Sep 10, 1996","Jul 20, 1986",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Petr Yan,Song Yadong,U-DEC,Bantamweight,"Feb 11, 1993","Dec 02, 1997",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Curtis Blaydes,Jailton Almeida,KO/TKO Punches,Heavyweight,"Feb 18, 1991","Jun 26, 1991",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Maycee Barber,Katlyn Cerminara,U-DEC,Women's Flyweight,"May 18, 1998","Dec 28, 1988",False,True
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Mateusz Gamrot,Rafael Dos Anjos,U-DEC,Lightweight,"Dec 11, 1990","Oct 26, 1984",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Kyler Phillips,Pedro Munhoz,U-DEC,Bantamweight,"Jun 12, 1995","Sep 07, 1986",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Philipe Lins,Ion Cutelaba,U-DEC,Light Heavyweight,"Aug 17, 1985","Dec 14, 1993",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Michel Pereira,Michal Oleksiejczuk,SUB Rear Naked Choke,Middleweight,"Oct 06, 1993","Feb 22, 1995",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Robelis Despaigne,Josh Parisian,KO/TKO Punch,Heavyweight,"Sep 09, 1988","Jun 28, 1989",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Asu Almabayev,CJ Vergara,U-DEC,Flyweight,"Jan 25, 1994","Jun 18, 1991",False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Joanne Wood,Maryna Moroz,S-DEC,Women's Flyweight,"Dec 23, 1985","Sep 08, 1991",False,True
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Jairzinho Rozenstruik,Shamil Gaziev,KO/TKO,Heavyweight,"Mar 17, 1988","Feb 10, 1990",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Vitor Petrino,Tyson Pedro,U-DEC,Light Heavyweight,"Aug 28, 1997","Sep 17, 1991",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Muhammad Mokaev,Alex Perez,U-DEC,Flyweight,"Jul 30, 2000","Mar 21, 1992",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Umar Nurmagomedov,Bekzat Almakhan,U-DEC,Bantamweight,"Jan 03, 1996","Oct 08, 1997",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Steve Erceg,Matt Schnell,KO/TKO Punch,Flyweight,"Jul 27, 1995","Jan 15, 1990",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Eryk Anders,Jamie Pickett,U-DEC,Middleweight,"Apr 21, 1987","Aug 29, 1988",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Vinicius Oliveira,Benardo Sopaj,KO/TKO Flying Knee,Bantamweight,"Nov 30, 1995","Sep 25, 2000",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Aiemann Zahabi,Javid Basharat,U-DEC,Bantamweight,"Nov 19, 1987","Sep 07, 1995",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Christian Leroy Duncan,Claudio Ribeiro,KO/TKO Punches,Middleweight,"Jul 24, 1995","Jul 17, 1992",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Ludovit Klein,AJ Cunningham,KO/TKO Kick,Lightweight,"Feb 22, 1995","Sep 07, 1994",False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Loik Radzhabov,Abdul-Kareem Al-Selwady,KO/TKO Punch,Lightweight,"Sep 17, 1990","Apr 10, 1995",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Brandon Royval,Brandon Moreno,S-DEC,Flyweight,"Aug 16, 1992","Dec 07, 1993",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Brian Ortega,Yair Rodriguez,SUB Arm Triangle,Featherweight,"Feb 21, 1991","Oct 06, 1992",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Daniel Zellhuber,Francisco Prado,U-DEC,Lightweight,"Jul 07, 1999","Jun 16, 2002",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Yazmin Jauregui,Sam Hughes,U-DEC,Women's Strawweight,"Feb 28, 1999","Jun 28, 1992",False,True
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Manuel Torres,Chris Duncan,SUB Rear Naked Choke,Lightweight,"Mar 25, 1995","May 10, 1993",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Raoni Barcelos,Cristian Quinonez,SUB Rear Naked Choke,Bantamweight,"May 01, 1987","Apr 26, 1996",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Jesus Aguilar,Mateus Mendonca,S-DEC,Flyweight,"Mar 13, 1996","Jan 17, 1999",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Edgar Chairez,Daniel Lacerda,SUB Triangle Choke,Flyweight,"Jan 27, 1996","Jun 05, 1996",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Fares Ziam,Claudio Puelles,S-DEC,Lightweight,"Mar 21, 1997","Apr 21, 1996",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Ronaldo Rodriguez,Denys Bondar,SUB Rear Naked Choke,Flyweight,"May 07, 1999","Jun 27, 1992",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Felipe dos Santos,Victor Altamirano,S-DEC,Flyweight,"Sep 11, 2000","Jan 23, 1991",False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Muhammad Naimov,Erik Silva,KO/TKO,Featherweight,"Aug 07, 1994","Mar 16, 1987",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Ilia Topuria,Alexander Volkanovski,KO/TKO Punch,Featherweight,"Jan 21, 1997","Sep 29, 1988",True,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Robert Whittaker,Paulo Costa,U-DEC,Middleweight,"Dec 20, 1990","Apr 21, 1991",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Ian Machado Garry,Geoff Neal,S-DEC,Welterweight,"Nov 17, 1997","Aug 28, 1990",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Merab Dvalishvili,Henry Cejudo,U-DEC,Bantamweight,"Jan 10, 1991","Feb 09, 1987",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Anthony Hernandez,Roman Kopylov,SUB Rear Naked Choke,Middleweight,"Oct 18, 1993","May 04, 1991",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Amanda Lemos,Mackenzie Dern,U-DEC,Women's Strawweight,"May 22, 1987","Mar 24, 1993",False,True
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Marcos Rogerio de Lima,Junior Tafa,KO/TKO Kick,Heavyweight,"Jun 25, 1985","Sep 21, 1996",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Rinya Nakamura,Carlos Vera,U-DEC,Bantamweight,"Mar 23, 1995","Nov 05, 1987",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Zhang Mingyang,Brendson Ribeiro,KO/TKO Punch,Light Heavyweight,"Aug 16, 1998","Sep 08, 1996",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Danny Barlow,Josh Quinlan,KO/TKO Punches,Welterweight,"Aug 02, 1995","Feb 06, 1993",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Oban Elliott,Val Woodburn,U-DEC,Welterweight,"Dec 19, 1997","Aug 10, 1993",False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Miranda Maverick,Andrea Lee,U-DEC,Women's Flyweight,"Jul 01, 1997","Feb 11, 1989",False,True
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Jack Hermansson,Joe Pyfer,U-DEC,Middleweight,"Jun 10, 1988","Sep 17, 1996",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Dan Ige,Andre Fili,KO/TKO Punch,Featherweight,"Aug 06, 1991","Jun 25, 1990",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Ihor Potieria,Robert Bryczek,U-DEC,Middleweight,"May 29, 1996","Jul 04, 1990",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Gregory Rodrigues,Brad Tavares,KO/TKO Punches,Middleweight,"Feb 17, 1992","Dec 21, 1987",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Michael Johnson,Darrius Flowers,U-DEC,Lightweight,"Jun 04, 1986","Aug 25, 1994",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Rodolfo Vieira,Armen Petrosyan,SUB Arm Triangle,Middleweight,"Sep 25, 1989","Nov 02, 1990",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Carlos Prates,Trevin Giles,KO/TKO Punch,Welterweight,"Aug 17, 1993","Aug 06, 1992",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Bolaji Oki,Timmy Cuamba,S-DEC,Lightweight,"Nov 15, 1995","Feb 08, 1999",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Loma Lookboonmee,Bruna Brasil,U-DEC,Women's Strawweight,"Jan 18, 1996","Sep 07, 1993",False,True
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Marcin Prachnio,Devin Clark,U-DEC,Light Heavyweight,"Jul 14, 1988","Apr 12, 1990",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Max Griffin,Jeremiah Wells,S-DEC,Welterweight,"Nov 29, 1985","Oct 30, 1986",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Bogdan Guskov,Zac Pauga,KO/TKO Punches,Light Heavyweight,"Sep 12, 1992","Feb 25, 1988",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Hyder Amil,Fernie Garcia,KO/TKO Punches,Featherweight,"May 28, 1990","Apr 12, 1992",False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Daniel Marcos,Aoriqileng,CNC:No Contest,Bantamweight,"Mar 07, 1993","Jun 25, 1993",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Nassourdine Imavov,Roman Dolidze,M-DEC,Middleweight,"Mar 01, 1995","Jul 15, 1988",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Renato Moicano,Drew Dober,U-DEC,Lightweight,"May 21, 1989","Oct 19, 1988",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Randy Brown,Muslim Salikhov,KO/TKO Punch,Welterweight,"Jul 08, 1990","Jun 09, 1984",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Natalia Silva,Viviane Araujo,U-DEC,Women's Flyweight,"Feb 03, 1997","Nov 21, 1986",False,True
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Aliaskhab Khizriev,Makhmud Muradov,CNC:No Contest,Middleweight,"Aug 24, 1990","Feb 08, 1990",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Charles Radtke,Gilbert Urbina,KO/TKO Punch,Welterweight,"Jul 09, 1990","Apr 05, 1996",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Molly McCann,Diana Belbita,SUB Armbar,Women's Strawweight,"May 04, 1990","Jun 26, 1996",False,True
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Charles Johnson,Azat Maksum,U-DEC,Flyweight,"Jan 10, 1991","Feb 02, 1995",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Themba Gorimbo,Pete Rodriguez,KO/TKO Punch,Welterweight,"Jan 23, 1991","Nov 13, 1996",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",JeongYeong Lee,Blake Bilder,U-DEC,Featherweight,"Nov 13, 1995","Jul 12, 1990",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Luana Carolina,Julija Stoliarenko,KO/TKO Punches,Women's Flyweight,"Jun 11, 1993","Apr 08, 1993",False,True
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",MarQuel Mederos,Landon Quinones,U-DEC,Lightweight,"Nov 30, 1996","Nov 21, 1995",False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Jamal Pogues,Thomas Petersen,U-DEC,Heavyweight,"Dec 01, 1995","Mar 30, 1995",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Dricus Du Plessis,Sean Strickland,S-DEC,Middleweight,"Jan 14, 1994","Feb 27, 1991",True,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Raquel Pennington,Mayra Bueno Silva,U-DEC,Women's Bantamweight,"Sep 05, 1988","Aug 22, 1991",True,True
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Neil Magny,Mike Malott,KO/TKO Punches,Welterweight,"Aug 03, 1987","Nov 07, 1991",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Chris Curtis,Marc-Andre Barriault,S-DEC,Middleweight,"Jul 15, 1987","Feb 18, 1990",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Movsar Evloev,Arnold Allen,U-DEC,Featherweight,"Feb 11, 1994","Jan 22, 1994",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Garrett Armfield,Brad Katona,U-DEC,Bantamweight,"Oct 09, 1996","Dec 19, 1991",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Sean Woodson,Charles Jourdain,S-DEC,Featherweight,"Jun 07, 1992","Nov 27, 1995",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Ramon Taveras,Serhiy Sidey,S-DEC,Bantamweight,"Jan 09, 1994","Jul 04, 1996",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Gillian Robertson,Polyana Viana,KO/TKO Punches,Women's Strawweight,"May 17, 1995","Jun 14, 1992",False,True
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Sam Patterson,Yohan Lainesse,SUB Rear Naked Choke,Welterweight,"Apr 30, 1996","Aug 14, 1992",False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Jasmine Jasudavicius,Priscila Cachoeira,SUB Anaconda Choke,Women's Bantamweight,"Mar 01, 1989","Aug 19, 1988",False,True
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Jimmy Flick,Malcolm Gordon,SUB Arm Triangle,Flyweight,"Sep 07, 1990","May 19, 1990",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Magomed Ankalaev,Johnny Walker,KO/TKO Punch,Light Heavyweight,"Jun 02, 1992","Mar 30, 1992",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Jim Miller,Gabriel Benitez,SUB Neck Crank,Lightweight,"Aug 30, 1983","Jun 15, 1988",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Mario Bautista,Ricky Simon,U-DEC,Bantamweight,"Jul 01, 1993","Aug 31, 1992",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Brunno Ferreira,Phil Hawes,KO/TKO Punch,Middleweight,"Nov 04, 1992","Jan 08, 1989",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Waldo Cortes-Acosta,Andrei Arlovski,U-DEC,Heavyweight,"Oct 03, 1991","Feb 04, 1979",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Preston Parsons,Matthew Semelsberger,U-DEC,Welterweight,"Jul 15, 1995","Nov 23, 1992",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Marcus McGhee,Gaston Bolanos,KO/TKO Punches,Bantamweight,"May 07, 1990","Sep 14, 1992",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Farid Basharat,Taylor Lapilus,U-DEC,Bantamweight,"Aug 02, 1997","Apr 08, 1992",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Jean Silva,Westin Wilson,KO/TKO Punch,Featherweight,"Dec 27, 1996","Jan 24, 1989",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Nikolas Motta,Tom Nolan,KO/TKO Punches,Lightweight,"Feb 08, 1993","Mar 08, 2000",False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Joshua Van,Felipe Bunes,KO/TKO Punches,Flyweight,"Oct 10, 2001","Oct 29, 1989",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Leon Edwards,Colby Covington,U-DEC,Welterweight,"Aug 25, 1991","Feb 22, 1988",True,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Alexandre Pantoja,Brandon Royval,U-DEC,Flyweight,"Apr 16, 1990","Aug 16, 1992",True,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Shavkat Rakhmonov,Stephen Thompson,SUB Rear Naked Choke,Welterweight,"Oct 23, 1994","Feb 11, 1983",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Paddy Pimblett,Tony Ferguson,U-DEC,Lightweight,"Jan 03, 1995","Feb 12, 1984",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Josh Emmett,Bryce Mitchell,KO/TKO Punch,Featherweight,"Mar 04, 1985","Oct 04, 1994",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Alonzo Menifield,Dustin Jacoby,U-DEC,Light Heavyweight,"Oct 18, 1987","Apr 04, 1988",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Irene Aldana,Karol Rosa,U-DEC,Women's Bantamweight,"Mar 26, 1988","Dec 30, 1994",False,True
UFC 296: Edwards vs. Covington,"December 16, 2023",Cody Garbrandt,Brian Kelleher,KO/TKO Punch,Bantamweight,"Jul 07, 1991","Aug 19, 1986",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Ariane da Silva,Casey O'Neill,SUB Armbar,Women's Flyweight,"Jan 26, 1994","Oct 07, 1997",False,True
UFC 296: Edwards vs. Covington,"December 16, 2023",Tagir Ulanbekov,Cody Durden,SUB Rear Naked Choke,Flyweight,"Aug 07, 1991","Mar 29, 1991",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Andre Fili,Lucas Almeida,KO/TKO Punch,Featherweight,"Jun 25, 1990","Jan 31, 1991",False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Shamil Gaziev,Martin Buday,KO/TKO Punches,Heavyweight,"Feb 10, 1990","Nov 11, 1991",False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Song Yadong,Chris Gutierrez,U-DEC,Bantamweight,"Dec 02, 1997","Apr 22, 1991",False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Khalil Rountree Jr.,Anthony Smith,KO/TKO Punch,Light Heavyweight,"Feb 26, 1990","Jul 26, 1988",False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Nasrat Haqparast,Jamie Mullarkey,KO/TKO Punches,Lightweight,"Aug 22, 1995","Aug 17, 1994",False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Tim Elliott,Sumudaerji,SUB Arm Triangle,Bantamweight,"Dec 24, 1986","Jan 20, 1996",False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Andre Muniz,JunYong Park,S-DEC,Middleweight,"Feb 17, 1990","Feb 27, 1991",False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Kevin Jousset,Song Kenan,U-DEC,Welterweight,"May 02, 1993","Mar 10, 1990",False,False
