Event,Date,WinningFighter,LosingFighter,Method,WeightClass,WinningFighterBirthday,LosingFighterBirthday,ChampBoutBool,GenderBool
UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Joe Solecki,Carl Deaton,SUB Rear Naked Choke,Lightweight,"Aug 27, 1993","Nov 24, 1989",False,False
UFC Fight Night: Muniz vs. Allen,"February 25, 2023",Nurullo Aliev,Rafael Alves,M-DEC,Lightweight,"Dec 08, 2000","Nov 14, 1990",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Erin Blanchfield,Jessica Andrade,SUB Rear Naked Choke,Women's Flyweight,"May 04, 1999","Sep 25, 1991",False,True
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Zac Pauga,Jordan Wright,U-DEC,Light Heavyweight,"Feb 25, 1988","Oct 07, 1991",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Jamal Pogues,Josh Parisian,U-DEC,Heavyweight,"Dec 01, 1995","Jun 28, 1989",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Marcin Prachnio,William Knight,U-DEC,Light Heavyweight,"Jul 14, 1988","Apr 03, 1988",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Alexander Hernandez,Jim Miller,U-DEC,Lightweight,"Oct 01, 1992","Aug 30, 1983",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Nazim Sadykhov,Evan Elder,KO/TKO,Lightweight,"May 16, 1994","Apr 11, 1997",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Mayra Bueno Silva,Lina Lansberg,SUB Kneebar,Women's Bantamweight,"Aug 22, 1991","Mar 13, 1982",False,True
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Jamall Emmers,Khusein Askhabov,U-DEC,Featherweight,"Jul 24, 1989","Feb 13, 1995",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Philipe Lins,Ovince Saint Preux,KO/TKO Punch,Light Heavyweight,"Aug 17, 1985","Apr 08, 1983",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",AJ Fletcher,Themba Gorimbo,SUB Guillotine Choke,Welterweight,"Feb 18, 1997","Jan 23, 1991",False,False
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023",Clayton Carpenter,Juancamilo Ronderos,SUB Rear Naked Choke,Flyweight,"Jun 09, 1996","Feb 17, 1995",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Islam Makhachev,Alexander Volkanovski,U-DEC,Lightweight,"Oct 27, 1991","Sep 29, 1988",True,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Yair Rodriguez,Josh Emmett,SUB Triangle Choke,Featherweight,"Oct 06, 1992","Mar 04, 1985",True,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Jack Della Maddalena,Randy Brown,SUB Rear Naked Choke,Welterweight,"Sep 10, 1996","Jul 08, 1990",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Justin Tafa,Parker Porter,KO/TKO Punch,Heavyweight,"Dec 13, 1993","Apr 22, 1985",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Jimmy Crute,Alonzo Menifield,M-DEC:Draw,Light Heavyweight,"Mar 04, 1996","Oct 18, 1987",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Modestas Bukauskas,Tyson Pedro,U-DEC,Light Heavyweight,"Feb 10, 1994","Sep 17, 1991",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Josh Culibao,Melsik Baghdasaryan,SUB Rear Naked Choke,Featherweight,"May 24, 1994","Jan 28, 1992",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Kleydson Rodrigues,Shannon Ross,KO/TKO Punches,Flyweight,"Oct 22, 1995","May 12, 1989",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Jamie Mullarkey,Francisco Prado,U-DEC,Lightweight,"Aug 17, 1994","Jun 16, 2002",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Jack Jenkins,Don Shainis,U-DEC,Featherweight,"Nov 03, 1993","Sep 16, 1990",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Loma Lookboonmee,Elise Reed,SUB Rear Naked Choke,Women's Strawweight,"Jan 18, 1996","Dec 05, 1992",False,True
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Blake Bilder,Shane Young,U-DEC,Featherweight,"Jul 12, 1990","Jul 31, 1993",False,False
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023",Elves Brener,Zubaira Tukhugov,S-DEC,Lightweight,"Sep 27, 1997","Jan 15, 1991",False,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Serghei Spivac,Derrick Lewis,SUB Arm Triangle,Heavyweight,"Jan 24, 1995","Feb 07, 1985",False,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Devin Clark,Da Woon Jung,U-DEC,Light Heavyweight,"Apr 12, 1990","Dec 07, 1993",False,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Marcin Tybura,Blagoy Ivanov,U-DEC,Heavyweight,"Nov 09, 1985","Oct 09, 1986",False,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Dooho Choi,Kyle Nelson,M-DEC:Draw,Featherweight,"Apr 10, 1991","Apr 20, 1991",False,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Adam Fugitt,Yusaku Kinoshita,KO/TKO Elbows,Welterweight,"Jan 12, 1989","Aug 21, 2000",False,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Anshul Jubli,Jeka Saragih,KO/TKO Elbows,Lightweight,"Jan 13, 1995","Jan 01, 1995",True,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",JeongYeong Lee,Yizha,S-DEC,Featherweight,"Nov 13, 1995","Jan 08, 1997",True,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Rinya Nakamura,Toshiomi Kazama,KO/TKO Punch,Bantamweight,"Mar 23, 1995","May 15, 1997",True,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",HyunSung Park,SeungGuk Choi,SUB Rear Naked Choke,Flyweight,"Nov 04, 1995","Dec 26, 1996",True,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",JunYong Park,Denis Tiuliulin,SUB Rear Naked Choke,Middleweight,"Feb 27, 1991","May 17, 1988",False,False
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023",Tatsuro Taira,Jesus Aguilar,SUB Triangle Armbar,Flyweight,"Jan 27, 2000","Mar 13, 1996",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Jamahal Hill,Glover Teixeira,U-DEC,Light Heavyweight,"May 19, 1991","Oct 28, 1979",True,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Brandon Moreno,Deiveson Figueiredo,KO/TKO,Flyweight,"Dec 07, 1993","Dec 18, 1987",True,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Gilbert Burns,Neil Magny,SUB Arm Triangle,Welterweight,"Jul 20, 1986","Aug 03, 1987",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Jessica Andrade,Lauren Murphy,U-DEC,Women's Flyweight,"Sep 25, 1991","Jul 27, 1983",False,True
UFC 283: Teixeira vs. Hill,"January 21, 2023",Johnny Walker,Paul Craig,KO/TKO Punches,Light Heavyweight,"Mar 30, 1992","Nov 27, 1987",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Ihor Potieria,Mauricio Rua,KO/TKO Punches,Light Heavyweight,"May 29, 1996","Nov 25, 1981",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Brunno Ferreira,Gregory Rodrigues,KO/TKO Punch,Middleweight,"Nov 04, 1992","Feb 17, 1992",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Thiago Moises,Melquizael Costa,SUB Rear Naked Choke,Lightweight,"Mar 23, 1995","Sep 14, 1996",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Gabriel Bonfim,Mounir Lazzez,SUB Guillotine Choke,Welterweight,"Aug 20, 1997","Nov 16, 1987",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Jailton Almeida,Shamil Abdurakhimov,KO/TKO Punches,Heavyweight,"Jun 26, 1991","Sep 02, 1981",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Cody Stamann,Luan Lacerda,U-DEC,Bantamweight,"Nov 09, 1989","Jan 07, 1993",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Ismael Bonfim,Terrance McKinney,KO/TKO Flying Knee,Lightweight,"Dec 28, 1995","Sep 15, 1994",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Nicolas Dalby,Warlley Alves,S-DEC,Welterweight,"Nov 16, 1984","Jan 04, 1991",False,False
UFC 283: Teixeira vs. Hill,"January 21, 2023",Josiane Nunes,Zarah Fairn,U-DEC,Women's Featherweight,"Dec 23, 1993","Dec 10, 1983",False,True
UFC 283: Teixeira vs. Hill,"January 21, 2023",Daniel Marcos,Saimon Oliveira,KO/TKO Knees,Bantamweight,"Mar 07, 1993","Apr 21, 1991",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Sean Strickland,Nassourdine Imavov,U-DEC,Light Heavyweight,"Feb 27, 1991","Mar 01, 1995",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Dan Ige,Damon Jackson,KO/TKO Punch,Featherweight,"Aug 06, 1991","Aug 08, 1988",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Roman Kopylov,Punahele Soriano,KO/TKO Kick,Middleweight,"May 04, 1991","Nov 22, 1992",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Raquel Pennington,Ketlen Vieira,S-DEC,Women's Bantamweight,"Sep 05, 1988","Aug 26, 1991",False,True
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Umar Nurmagomedov,Raoni Barcelos,KO/TKO Punch,Bantamweight,"Jan 03, 1996","May 01, 1987",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Javid Basharat,Mateus Mendonca,U-DEC,Bantamweight,"Sep 07, 1995","Jan 17, 1999",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Abdul Razak Alhassan,Claudio Ribeiro,KO/TKO Punches,Middleweight,"Aug 11, 1985","Jul 17, 1992",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Mateusz Rebecki,Nick Fiore,U-DEC,Lightweight,"Nov 03, 1992","Dec 10, 1997",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Allan Nascimento,Carlos Hernandez,SUB Rear Naked Choke,Flyweight,"Sep 11, 1991","Oct 25, 1993",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Dan Argueta,Nick Aguirre,U-DEC,Featherweight,"Aug 13, 1993","Jan 15, 1996",False,False
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023",Charles Johnson,Jimmy Flick,KO/TKO Punches,Flyweight,"Jan 10, 1991","Sep 07, 1990",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Jared Cannonier,Sean Strickland,S-DEC,Middleweight,"Mar 16, 1984","Feb 27, 1991",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Arman Tsarukyan,Damir Ismagulov,U-DEC,Lightweight,"Oct 11, 1996","Feb 03, 1991",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Amir Albazi,Alessandro Costa,KO/TKO Punch,Flyweight,"Oct 27, 1993","Jan 28, 1996",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Alex Caceres,Julian Erosa,KO/TKO Kick,Featherweight,"Jun 20, 1988","Jul 31, 1989",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Drew Dober,Bobby Green,KO/TKO Punch,Lightweight,"Oct 19, 1988","Sep 09, 1986",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Michal Oleksiejczuk,Cody Brundage,KO/TKO Punch,Middleweight,"Feb 22, 1995","May 16, 1994",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Cory McKenna,Cheyanne Vlismas,U-DEC,Women's Strawweight,"Jul 11, 1999","Jun 25, 1995",False,True
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Matthew Semelsberger,Jake Matthews,U-DEC,Welterweight,"Nov 23, 1992","Aug 19, 1994",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Said Nurmagomedov,Saidyokub Kakhramonov,SUB Guillotine Choke,Bantamweight,"Apr 05, 1992","Nov 14, 1995",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Rafa Garcia,Maheshate,U-DEC,Lightweight,"Aug 05, 1994","Dec 01, 1999",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Rinat Fakhretdinov,Bryan Battle,U-DEC,Welterweight,"Sep 28, 1991","Sep 21, 1994",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Manel Kape,David Dvorak,U-DEC,Flyweight,"Nov 14, 1993","Jun 05, 1992",False,False
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022",Sergey Morozov,Journey Newson,U-DEC,Bantamweight,"Jun 14, 1989","Mar 07, 1989",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Jan Blachowicz,Magomed Ankalaev,S-DEC:Draw,Light Heavyweight,"Feb 24, 1983","Jun 02, 1992",True,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Paddy Pimblett,Jared Gordon,U-DEC,Lightweight,"Jan 03, 1995","Sep 06, 1988",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Santiago Ponzinibbio,Alex Morono,KO/TKO Punches,Catch Weight,"Sep 26, 1986","Aug 16, 1990",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Dricus Du Plessis,Darren Till,SUB Neck Crank,Middleweight,"Jan 14, 1994","Dec 24, 1992",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Ilia Topuria,Bryce Mitchell,SUB Arm Triangle,Featherweight,"Jan 21, 1997","Oct 04, 1994",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Raul Rosas Jr.,Jay Perrin,SUB Neck Crank,Bantamweight,"Oct 08, 2004","Jun 15, 1993",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Jairzinho Rozenstruik,Chris Daukaus,KO/TKO Punch,Heavyweight,"Mar 17, 1988","Sep 25, 1989",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Edmen Shahbazyan,Dalcha Lungiambula,KO/TKO Punches,Middleweight,"Nov 20, 1997","Jul 31, 1987",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Chris Curtis,Joaquin Buckley,KO/TKO Punch,Middleweight,"Jul 15, 1987","Apr 27, 1994",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Billy Quarantillo,Alexander Hernandez,KO/TKO Punches,Featherweight,"Dec 08, 1988","Oct 01, 1992",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",TJ Brown,Erik Silva,SUB Arm Triangle,Featherweight,"May 22, 1990","Mar 16, 1987",False,False
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022",Cameron Saaiman,Steven Koslow,KO/TKO Punches,Bantamweight,"Dec 20, 2000","Jan 22, 1997",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Stephen Thompson,Kevin Holland,KO/TKO,Welterweight,"Feb 11, 1983","Nov 05, 1992",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Rafael Dos Anjos,Bryan Barberena,SUB Rear Naked Choke,Welterweight,"Oct 26, 1984","May 03, 1989",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Matheus Nicolau,Matt Schnell,KO/TKO Punch,Flyweight,"Jan 06, 1993","Jan 15, 1990",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Sergei Pavlovich,Tai Tuivasa,KO/TKO Punches,Heavyweight,"May 13, 1992","Mar 16, 1993",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Roman Dolidze,Jack Hermansson,KO/TKO Punches,Middleweight,"Jul 15, 1988","Jun 10, 1988",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Eryk Anders,Kyle Daukaus,KO/TKO Punches,Middleweight,"Apr 21, 1987","Feb 27, 1993",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Phil Rowe,Niko Price,KO/TKO Punches,Welterweight,"Jul 18, 1990","Sep 29, 1989",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Angela Hill,Emily Ducote,U-DEC,Women's Strawweight,"Jan 12, 1985","Jan 01, 1994",False,True
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Clay Guida,Scott Holtzman,S-DEC,Lightweight,"Dec 08, 1981","Sep 30, 1983",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Michael Johnson,Marc Diakiese,U-DEC,Lightweight,"Jun 04, 1986","Mar 16, 1993",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Jonathan Pearce,Darren Elkins,U-DEC,Featherweight,"May 01, 1992","May 16, 1984",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Natan Levy,Genaro Valdez,U-DEC,Lightweight,"Sep 30, 1991","Jan 16, 1992",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Francis Marshall,Marcelo Rojo,KO/TKO Punch,Featherweight,"Mar 03, 1999","Jul 02, 1988",False,False
UFC Fight Night: Thompson vs. Holland,"December 03, 2022",Yazmin Jauregui,Istela Nunes,KO/TKO Punches,Women's Strawweight,"Feb 28, 1999","Jul 23, 1992",False,True
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Kennedy Nzechukwu,Ion Cutelaba,KO/TKO Knee,Light Heavyweight,"Jun 13, 1992","Dec 14, 1993",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Waldo Cortes-Acosta,Chase Sherman,U-DEC,Heavyweight,"Oct 03, 1991","Nov 16, 1989",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Muslim Salikhov,Andre Fialho,KO/TKO Kick,Welterweight,"Jun 09, 1984","Apr 07, 1994",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Jack Della Maddalena,Danny Roberts,KO/TKO Punches,Welterweight,"Sep 10, 1996","Jul 14, 1987",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Charles Johnson,Zhalgas Zhumagulov,S-DEC,Flyweight,"Jan 10, 1991","Aug 29, 1988",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Jennifer Maia,Maryna Moroz,U-DEC,Women's Flyweight,"Oct 06, 1988","Sep 08, 1991",False,True
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Miles Johns,Vince Morales,U-DEC,Bantamweight,"Mar 30, 1994","Nov 12, 1990",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Ricky Turcios,Kevin Natividad,S-DEC,Bantamweight,"Jun 05, 1993","Apr 02, 1993",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Vanessa Demopoulos,Maria Oliveira,U-DEC,Women's Strawweight,"Sep 22, 1988","Dec 12, 1996",False,True
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Brady Hiestand,Fernie Garcia,U-DEC,Bantamweight,"Apr 30, 1999","Apr 12, 1992",False,False
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022",Natalia Silva,Tereza Bleda,KO/TKO Spinning Back Kick,Women's Flyweight,"Feb 03, 1997","Nov 30, 2001",False,True
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Alex Pereira,Israel Adesanya,KO/TKO Punches,Middleweight,"Jul 07, 1987","Jul 22, 1989",True,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Zhang Weili,Carla Esparza,SUB Rear Naked Choke,Women's Strawweight,"Aug 13, 1989","Oct 10, 1987",True,True
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Dustin Poirier,Michael Chandler,SUB Rear Naked Choke,Lightweight,"Jan 19, 1989","Apr 24, 1986",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Chris Gutierrez,Frankie Edgar,KO/TKO Knee,Bantamweight,"Apr 22, 1991","Oct 16, 1981",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Dan Hooker,Claudio Puelles,KO/TKO Kick,Lightweight,"Feb 13, 1990","Apr 21, 1996",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Renato Moicano,Brad Riddell,SUB Rear Naked Choke,Lightweight,"May 21, 1989","Sep 30, 1991",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Ryan Spann,Dominick Reyes,KO/TKO Punch,Light Heavyweight,"Aug 24, 1991","Dec 26, 1989",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Erin Blanchfield,Molly McCann,SUB Kimura,Women's Flyweight,"May 04, 1999","May 04, 1990",False,True
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Andre Petroski,Wellington Turman,U-DEC,Middleweight,"Jun 12, 1991","Jul 22, 1996",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Matt Frevola,Ottman Azaitar,KO/TKO Punch,Lightweight,"Jun 11, 1990","Feb 20, 1990",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Karolina Kowalkiewicz,Silvana Gomez Juarez,U-DEC,Women's Strawweight,"Oct 15, 1985","Dec 06, 1984",False,True
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Michael Trizano,SeungWoo Choi,KO/TKO Punch,Featherweight,"Dec 31, 1991","Nov 03, 1992",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Montel Jackson,Julio Arce,U-DEC,Bantamweight,"Apr 24, 1992","Oct 27, 1989",False,False
UFC 281: Adesanya vs. Pereira,"November 12, 2022",Carlos Ulberg,Nicolae Negumereanu,KO/TKO Punch,Light Heavyweight,"Nov 07, 1990","Sep 04, 1994",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Amanda Lemos,Marina Rodriguez,KO/TKO Punches,Women's Strawweight,"May 22, 1987","Apr 29, 1987",False,True
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Neil Magny,Daniel Rodriguez,SUB D'Arce Choke,Welterweight,"Aug 03, 1987","Dec 31, 1986",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Shayilan Nuerdanbieke,Darrick Minner,KO/TKO Elbows,Featherweight,"May 04, 1994","Apr 28, 1990",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Tagir Ulanbekov,Nate Maness,SUB Guillotine Choke,Flyweight,"Aug 07, 1991","Jun 27, 1991",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Grant Dawson,Mark Madsen,SUB Rear Naked Choke,Lightweight,"Feb 20, 1994","Sep 23, 1984",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Miranda Maverick,Shanna Young,U-DEC,Women's Flyweight,"Jul 01, 1997","Feb 20, 1991",False,True
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Mario Bautista,Benito Lopez,SUB Triangle Armbar,Bantamweight,"Jul 01, 1993","Apr 06, 1994",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Polyana Viana,Jinh Yu Frey,KO/TKO Punches,Women's Strawweight,"Jun 14, 1992","May 20, 1985",False,True
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Johnny Munoz,Liudvik Sholinian,U-DEC,Bantamweight,"Feb 16, 1993","Jan 20, 1990",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Jake Hadley,Carlos Candelario,SUB Triangle Choke,Flyweight,"Aug 03, 1996","Jun 04, 1991",False,False
UFC Fight Night: Rodriguez vs. Lemos,"November 05, 2022",Tamires Vidal,Ramona Pascual,KO/TKO Flying Knee,Women's Bantamweight,"Jul 27, 1998","Sep 23, 1988",False,True
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Arnold Allen,Calvin Kattar,KO/TKO,Featherweight,"Jan 22, 1994","Mar 26, 1988",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Max Griffin,Tim Means,S-DEC,Welterweight,"Nov 29, 1985","Feb 20, 1984",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Waldo Cortes-Acosta,Jared Vanderaa,U-DEC,Heavyweight,"Oct 03, 1991","May 12, 1992",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Tresean Gore,Josh Fremd,SUB Guillotine Choke,Middleweight,"Jun 21, 1994","Jan 15, 1994",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Khalil Rountree Jr.,Dustin Jacoby,S-DEC,Light Heavyweight,"Feb 26, 1990","Apr 04, 1988",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Roman Dolidze,Phil Hawes,KO/TKO Punches,Middleweight,"Jul 15, 1988","Jan 08, 1989",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Marcos Rogerio de Lima,Andrei Arlovski,SUB Rear Naked Choke,Heavyweight,"Jun 25, 1985","Feb 04, 1979",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",JunYong Park,Joseph Holmes,SUB Rear Naked Choke,Middleweight,"Feb 27, 1991","Jul 04, 1995",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Steve Garcia,Chase Hooper,KO/TKO Punches,Featherweight,"May 22, 1992","Sep 13, 1999",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Cody Durden,Carlos Mota,U-DEC,Flyweight,"Mar 29, 1991","Apr 15, 1995",False,False
UFC Fight Night: Kattar vs. Allen,"October 29, 2022",Christian Rodriguez,Joshua Weems,SUB Anaconda Choke,Bantamweight,"Dec 17, 1997","May 05, 1994",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Islam Makhachev,Charles Oliveira,SUB Arm Triangle,Lightweight,"Oct 27, 1991","Oct 17, 1989",True,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Aljamain Sterling,TJ Dillashaw,KO/TKO Punches,Bantamweight,"Jul 31, 1989","Feb 07, 1986",True,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Sean O'Malley,Petr Yan,S-DEC,Bantamweight,"Oct 24, 1994","Feb 11, 1993",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Beneil Dariush,Mateusz Gamrot,U-DEC,Lightweight,"May 06, 1989","Dec 11, 1990",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Manon Fiorot,Katlyn Cerminara,U-DEC,Women's Flyweight,"Feb 17, 1990","Dec 28, 1988",False,True
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Belal Muhammad,Sean Brady,KO/TKO Punches,Welterweight,"Jul 09, 1988","Nov 23, 1992",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Caio Borralho,Makhmud Muradov,U-DEC,Middleweight,"Jan 16, 1993","Feb 08, 1990",False,False
