FightID,Fighter,Opponent,FighterAge,OpponentAge,Outcome,WeightClass,GenderBool,ChampBoutBool
6421,Jon Jones,Brandon Vera,22,32,1,Light Heavyweight,False,False
6421,Brandon Vera,Jon Jones,32,22,0,Light Heavyweight,False,False
6422,Junior Dos Santos,Gabriel Gonzaga,26,30,1,Heavyweight,False,False
6422,Gabriel Gonzaga,Junior Dos Santos,30,26,0,Heavyweight,False,False
6423,Cheick Kongo,Paul Buentello,34,36,1,Heavyweight,False,False
6423,Paul Buentello,Cheick Kongo,36,34,0,Heavyweight,False,False
6424,Alessio Sakara,James Irvin,28,31,1,Middleweight,False,False
6424,James Irvin,Alessio Sakara,31,28,0,Middleweight,False,False
6425,Clay Guida,Shannon Gugerty,28,28,1,Lightweight,False,False
6425,Shannon Gugerty,Clay Guida,28,28,0,Lightweight,False,False
6426,Vladimir Matyushenko,Eliot Marshall,39,29,1,Light Heavyweight,False,False
6426,Eliot Marshall,Vladimir Matyushenko,29,39,0,Light Heavyweight,False,False
6427,Darren Elkins,Duane Ludwig,25,31,1,Lightweight,False,False
6427,Duane Ludwig,Darren Elkins,31,25,0,Lightweight,False,False
6428,John Howard,Daniel Roberts,27,29,1,Welterweight,False,False
6428,Daniel Roberts,John Howard,29,27,0,Welterweight,False,False
6429,Mike Pierce,Julio Paulino,29,34,1,Welterweight,False,False
6429,Julio Paulino,Mike Pierce,34,29,0,Welterweight,False,False
6430,Jason Brilz,Eric Schafer,34,32,1,Light Heavyweight,False,False
6430,Eric Schafer,Jason Brilz,32,34,0,Light Heavyweight,False,False
6431,Cain Velasquez,Antonio Rodrigo Nogueira,27,33,1,Heavyweight,False,False
6431,Antonio Rodrigo Nogueira,Cain Velasquez,33,27,0,Heavyweight,False,False
6432,Wanderlei Silva,Michael Bisping,33,30,1,Middleweight,False,False
6432,Michael Bisping,Wanderlei Silva,30,33,0,Middleweight,False,False
6433,George Sotiropoulos,Joe Stevenson,32,27,1,Lightweight,False,False
6433,Joe Stevenson,George Sotiropoulos,27,32,0,Lightweight,False,False
6434,Ryan Bader,Keith Jardine,26,34,1,Light Heavyweight,False,False
6434,Keith Jardine,Ryan Bader,34,26,0,Light Heavyweight,False,False
6435,Mirko Filipovic,Anthony Perosh,35,37,1,Heavyweight,False,False
6435,Anthony Perosh,Mirko Filipovic,37,35,0,Heavyweight,False,False
6436,Krzysztof Soszynski,Stephan Bonnar,32,32,1,Light Heavyweight,False,False
6436,Stephan Bonnar,Krzysztof Soszynski,32,32,0,Light Heavyweight,False,False
6437,Chris Lytle,Brian Foster,35,25,1,Welterweight,False,False
6437,Brian Foster,Chris Lytle,25,35,0,Welterweight,False,False
6438,CB Dollaway,Goran Reljic,26,25,1,Middleweight,False,False
6438,Goran Reljic,CB Dollaway,25,26,0,Middleweight,False,False
6439,James Te Huna,Igor Pokrajac,28,31,1,Light Heavyweight,False,False
6439,Igor Pokrajac,James Te Huna,31,28,0,Light Heavyweight,False,False
6440,Randy Couture,Mark Coleman,46,45,1,Light Heavyweight,False,False
6440,Mark Coleman,Randy Couture,45,46,0,Light Heavyweight,False,False
6441,Chael Sonnen,Nate Marquardt,32,30,1,Middleweight,False,False
6441,Nate Marquardt,Chael Sonnen,30,32,0,Middleweight,False,False
6442,Paulo Thiago,Mike Swick,29,30,1,Welterweight,False,False
6442,Mike Swick,Paulo Thiago,30,29,0,Welterweight,False,False
6443,Demian Maia,Dan Miller,32,28,1,Middleweight,False,False
6443,Dan Miller,Demian Maia,28,32,0,Middleweight,False,False
6444,Matt Serra,Frank Trigg,35,37,1,Welterweight,False,False
6444,Frank Trigg,Matt Serra,37,35,0,Welterweight,False,False
6445,Mac Danzig,Justin Buchholz,30,26,1,Lightweight,False,False
6445,Justin Buchholz,Mac Danzig,26,30,0,Lightweight,False,False
6446,Melvin Guillard,Ronys Torres,26,34,1,Lightweight,False,False
6446,Ronys Torres,Melvin Guillard,34,26,0,Lightweight,False,False
6447,Rob Emerson,Phillipe Nover,28,26,1,Lightweight,False,False
6447,Phillipe Nover,Rob Emerson,26,28,0,Lightweight,False,False
6448,Phil Davis,Brian Stann,25,29,1,Light Heavyweight,False,False
6448,Brian Stann,Phil Davis,29,25,0,Light Heavyweight,False,False
6449,Chris Tuchscherer,Tim Hague,34,26,1,Heavyweight,False,False
6449,Tim Hague,Chris Tuchscherer,26,34,0,Heavyweight,False,False
6450,Joey Beltran,Rolles Gracie,28,31,1,Heavyweight,False,False
6450,Rolles Gracie,Joey Beltran,31,28,0,Heavyweight,False,False
6451,Gray Maynard,Nate Diaz,30,24,1,Lightweight,False,False
6451,Nate Diaz,Gray Maynard,24,30,0,Lightweight,False,False
6452,Evan Dunham,Efrain Escudero,28,23,1,Lightweight,False,False
6452,Efrain Escudero,Evan Dunham,23,28,0,Lightweight,False,False
6453,Aaron Simpson,Tom Lawlor,35,26,1,Middleweight,False,False
6453,Tom Lawlor,Aaron Simpson,26,35,0,Middleweight,False,False
6454,Amir Sadollah,Brad Blackburn,29,32,1,Welterweight,False,False
6454,Brad Blackburn,Amir Sadollah,32,29,0,Welterweight,False,False
6455,Rick Story,Jesse Lennox,25,27,1,Welterweight,False,False
6455,Jesse Lennox,Rick Story,27,25,0,Welterweight,False,False
6456,Thiago Tavares,Nik Lentz,25,25,1,Lightweight,False,False
6456,Nik Lentz,Thiago Tavares,25,25,0,Lightweight,False,False
6457,Rory MacDonald,Mike Guymon,20,35,1,Welterweight,False,False
6457,Mike Guymon,Rory MacDonald,35,20,0,Welterweight,False,False
6458,Rafael Dos Anjos,Kyle Bradley,25,27,1,Lightweight,False,False
6458,Kyle Bradley,Rafael Dos Anjos,27,25,0,Lightweight,False,False
6459,Gerald Harris,John Salter,30,24,1,Middleweight,False,False
6459,John Salter,Gerald Harris,24,30,0,Middleweight,False,False
6460,Nick Catone,Jesse Forbes,28,25,1,Middleweight,False,False
6460,Jesse Forbes,Nick Catone,25,28,0,Middleweight,False,False
6461,Rashad Evans,Thiago Silva,30,27,1,Light Heavyweight,False,False
6461,Thiago Silva,Rashad Evans,27,30,0,Light Heavyweight,False,False
6462,Paul Daley,Dustin Hazelett,26,23,1,Welterweight,False,False
6462,Dustin Hazelett,Paul Daley,23,26,0,Welterweight,False,False
6463,Sam Stout,Joe Lauzon,25,25,1,Lightweight,False,False
6463,Joe Lauzon,Sam Stout,25,25,0,Lightweight,False,False
6464,Jim Miller,Duane Ludwig,26,31,1,Lightweight,False,False
6464,Duane Ludwig,Jim Miller,31,26,0,Lightweight,False,False
6465,Junior Dos Santos,Gilbert Yvel,25,33,1,Heavyweight,False,False
6465,Gilbert Yvel,Junior Dos Santos,33,25,0,Heavyweight,False,False
6466,Martin Kampmann,Jacob Volkmann,27,29,1,Welterweight,False,False
6466,Jacob Volkmann,Martin Kampmann,29,27,0,Welterweight,False,False
6467,Cole Miller,Dan Lauzon,25,21,1,Lightweight,False,False
6467,Dan Lauzon,Cole Miller,21,25,0,Lightweight,False,False
6468,Mark Munoz,Ryan Jensen,31,32,1,Middleweight,False,False
6468,Ryan Jensen,Mark Munoz,32,31,0,Middleweight,False,False
6469,Jake Ellenberger,Mike Pyle,24,34,1,Welterweight,False,False
6469,Mike Pyle,Jake Ellenberger,34,24,0,Welterweight,False,False
6470,Rafaello Oliveira,John Gunderson,27,30,1,Lightweight,False,False
6470,John Gunderson,Rafaello Oliveira,30,27,0,Lightweight,False,False
6471,BJ Penn,Diego Sanchez,30,27,1,Lightweight,False,True
6471,Diego Sanchez,BJ Penn,27,30,0,Lightweight,False,True
6472,Frank Mir,Cheick Kongo,30,34,1,Heavyweight,False,False
6472,Cheick Kongo,Frank Mir,34,30,0,Heavyweight,False,False
6473,Jon Fitch,Mike Pierce,31,29,1,Welterweight,False,False
6473,Mike Pierce,Jon Fitch,29,31,0,Welterweight,False,False
6474,Kenny Florian,Clay Guida,33,28,1,Lightweight,False,False
6474,Clay Guida,Kenny Florian,28,33,0,Lightweight,False,False
6475,Stefan Struve,Paul Buentello,21,35,1,Heavyweight,False,False
6475,Paul Buentello,Stefan Struve,35,21,0,Heavyweight,False,False
6476,Alan Belcher,Wilson Gouveia,25,31,1,Catch Weight,False,False
6476,Wilson Gouveia,Alan Belcher,31,25,0,Catch Weight,False,False
6477,Matt Wiman,Shane Nelson,26,25,1,Lightweight,False,False
6477,Shane Nelson,Matt Wiman,25,26,0,Lightweight,False,False
6478,Johny Hendricks,Ricardo Funch,26,29,1,Welterweight,False,False
6478,Ricardo Funch,Johny Hendricks,29,26,0,Welterweight,False,False
6479,Rousimar Palhares,Lucio Linhares,29,36,1,Middleweight,False,False
6479,Lucio Linhares,Rousimar Palhares,36,29,0,Middleweight,False,False
6480,DaMarques Johnson,Edgar Garcia,27,25,1,Welterweight,False,False
6480,Edgar Garcia,DaMarques Johnson,25,27,0,Welterweight,False,False
6481,TJ Grant,Kevin Burns,25,29,1,Welterweight,False,False
6481,Kevin Burns,TJ Grant,29,25,0,Welterweight,False,False
6482,Roy Nelson,Brendan Schaub,33,26,1,Heavyweight,False,True
6482,Brendan Schaub,Roy Nelson,26,33,0,Heavyweight,False,True
6483,Matt Hamill,Jon Jones,33,22,1,Light Heavyweight,False,False
6483,Jon Jones,Matt Hamill,22,33,0,Light Heavyweight,False,False
6484,Kevin Ferguson,Houston Alexander,35,37,1,Catch Weight,False,False
6484,Houston Alexander,Kevin Ferguson,37,35,0,Catch Weight,False,False
6485,Frankie Edgar,Matt Veach,28,28,1,Lightweight,False,False
6485,Matt Veach,Frankie Edgar,28,28,0,Lightweight,False,False
6486,Matt Mitrione,Marcus Jones,31,36,1,Heavyweight,False,False
6486,Marcus Jones,Matt Mitrione,36,31,0,Heavyweight,False,False
6487,James McSweeney,Darrill Schoonover,29,24,1,Heavyweight,False,False
6487,Darrill Schoonover,James McSweeney,24,29,0,Heavyweight,False,False
6488,Jon Madsen,Justin Wren,29,22,1,Heavyweight,False,False
6488,Justin Wren,Jon Madsen,22,29,0,Heavyweight,False,False
6489,Brian Stann,Rodney Wallace,29,28,1,Light Heavyweight,False,False
6489,Rodney Wallace,Brian Stann,28,29,0,Light Heavyweight,False,False
6490,John Howard,Dennis Hallman,26,34,1,Welterweight,False,False
6490,Dennis Hallman,John Howard,34,26,0,Welterweight,False,False
6491,Mark Bocek,Joe Brammer,28,26,1,Lightweight,False,False
6491,Joe Brammer,Mark Bocek,26,28,0,Lightweight,False,False
6492,Forrest Griffin,Tito Ortiz,30,34,1,Light Heavyweight,False,False
6492,Tito Ortiz,Forrest Griffin,34,30,0,Light Heavyweight,False,False
6493,Josh Koscheck,Anthony Johnson,31,25,1,Welterweight,False,False
6493,Anthony Johnson,Josh Koscheck,25,31,0,Welterweight,False,False
6494,Paulo Thiago,Jacob Volkmann,28,29,1,Welterweight,False,False
6494,Jacob Volkmann,Paulo Thiago,29,28,0,Welterweight,False,False
6495,Rogerio Nogueira,Luiz Cane,33,28,1,Light Heavyweight,False,False
6495,Luiz Cane,Rogerio Nogueira,28,33,0,Light Heavyweight,False,False
6496,Amir Sadollah,Phil Baroni,29,33,1,Welterweight,False,False
6496,Phil Baroni,Amir Sadollah,33,29,0,Welterweight,False,False
6497,Ben Saunders,Marcus Davis,26,36,1,Welterweight,False,False
6497,Marcus Davis,Ben Saunders,36,26,0,Welterweight,False,False
6498,Kendall Grove,Jake Rosholt,27,27,1,Middleweight,False,False
6498,Jake Rosholt,Kendall Grove,27,27,0,Middleweight,False,False
6499,Brian Foster,Brock Larson,25,32,1,Welterweight,False,False
6499,Brock Larson,Brian Foster,32,25,0,Welterweight,False,False
6500,Caol Uno,Fabricio Camoes,34,30,1,Lightweight,False,False
6500,Fabricio Camoes,Caol Uno,30,34,0,Lightweight,False,False
6501,George Sotiropoulos,Jason Dent,32,29,1,Lightweight,False,False
6501,Jason Dent,George Sotiropoulos,29,32,0,Lightweight,False,False
6502,Randy Couture,Brandon Vera,46,32,1,Light Heavyweight,False,False
6502,Brandon Vera,Randy Couture,32,46,0,Light Heavyweight,False,False
6503,Dan Hardy,Mike Swick,27,30,1,Welterweight,False,False
6503,Mike Swick,Dan Hardy,30,27,0,Welterweight,False,False
6504,Michael Bisping,Denis Kang,30,32,1,Middleweight,False,False
6504,Denis Kang,Michael Bisping,32,30,0,Middleweight,False,False
6505,Matt Brown,James Wilks,28,31,1,Welterweight,False,False
6505,James Wilks,Matt Brown,31,28,0,Welterweight,False,False
6506,Ross Pearson,Aaron Riley,25,28,1,Lightweight,False,False
6506,Aaron Riley,Ross Pearson,28,25,0,Lightweight,False,False
6507,John Hathaway,Paul Taylor,22,29,1,Welterweight,False,False
6507,Paul Taylor,John Hathaway,29,22,0,Welterweight,False,False
6508,Terry Etim,Shannon Gugerty,23,27,1,Lightweight,False,False
6508,Shannon Gugerty,Terry Etim,27,23,0,Lightweight,False,False
6509,Nick Osipczak,Matthew Riddle,24,23,1,Welterweight,False,False
6509,Matthew Riddle,Nick Osipczak,23,24,0,Welterweight,False,False
6510,Dennis Siver,Paul Kelly,30,25,1,Lightweight,False,False
6510,Paul Kelly,Dennis Siver,25,30,0,Lightweight,False,False
6511,Alexander Gustafsson,Jared Hamman,22,27,1,Light Heavyweight,False,False
6511,Jared Hamman,Alexander Gustafsson,27,22,0,Light Heavyweight,False,False
6512,Andre Winner,Rolando Delgado,28,27,1,Lightweight,False,False
6512,Rolando Delgado,Andre Winner,27,28,0,Lightweight,False,False
6513,Lyoto Machida,Mauricio Rua,31,27,1,Light Heavyweight,False,True
6513,Mauricio Rua,Lyoto Machida,27,31,0,Light Heavyweight,False,True
6514,Cain Velasquez,Ben Rothwell,27,28,1,Heavyweight,False,False
6514,Ben Rothwell,Cain Velasquez,28,27,0,Heavyweight,False,False
6515,Gleison Tibau,Josh Neer,26,26,1,Lightweight,False,False
6515,Josh Neer,Gleison Tibau,26,26,0,Lightweight,False,False
6516,Joe Stevenson,Spencer Fisher,27,33,1,Lightweight,False,False
6516,Spencer Fisher,Joe Stevenson,33,27,0,Lightweight,False,False
6517,Anthony Johnson,Yoshiyuki Yoshida,25,35,1,Welterweight,False,False
6517,Yoshiyuki Yoshida,Anthony Johnson,35,25,0,Welterweight,False,False
6518,Ryan Bader,Eric Schafer,26,32,1,Light Heavyweight,False,False
6518,Eric Schafer,Ryan Bader,32,26,0,Light Heavyweight,False,False
6519,Pat Barry,Antoni Hardonk,30,33,1,Heavyweight,False,False
6519,Antoni Hardonk,Pat Barry,33,30,0,Heavyweight,False,False
6520,Chael Sonnen,Yushin Okami,32,28,1,Middleweight,False,False
6520,Yushin Okami,Chael Sonnen,28,32,0,Middleweight,False,False
6521,Jorge Rivera,Rob Kimmons,37,28,1,Middleweight,False,False
6521,Rob Kimmons,Jorge Rivera,28,37,0,Middleweight,False,False
6522,Kyle Kingsbury,Razak Al-Hassan,27,27,1,Light Heavyweight,False,False
6522,Razak Al-Hassan,Kyle Kingsbury,27,27,0,Light Heavyweight,False,False
6523,Vitor Belfort,Rich Franklin,32,34,1,Catch Weight,False,False
6523,Rich Franklin,Vitor Belfort,34,32,0,Catch Weight,False,False
6524,Junior Dos Santos,Mirko Filipovic,25,35,1,Heavyweight,False,False
6524,Mirko Filipovic,Junior Dos Santos,35,25,0,Heavyweight,False,False
6525,Paul Daley,Martin Kampmann,26,27,1,Welterweight,False,False
6525,Martin Kampmann,Paul Daley,27,26,0,Welterweight,False,False
6526,Josh Koscheck,Frank Trigg,31,37,1,Welterweight,False,False
6526,Frank Trigg,Josh Koscheck,37,31,0,Welterweight,False,False
6527,Tyson Griffin,Hermes Franca,25,35,1,Lightweight,False,False
6527,Hermes Franca,Tyson Griffin,35,25,0,Lightweight,False,False
6528,Efrain Escudero,Cole Miller,23,25,1,Lightweight,False,False
6528,Cole Miller,Efrain Escudero,25,23,0,Lightweight,False,False
6529,Tomasz Drwal,Drew McFedries,27,31,1,Middleweight,False,False
6529,Drew McFedries,Tomasz Drwal,31,27,0,Middleweight,False,False
6530,Jim Miller,Steve Lopez,26,25,1,Lightweight,False,False
6530,Steve Lopez,Jim Miller,25,26,0,Lightweight,False,False
6531,Nik Lentz,Rafaello Oliveira,25,27,1,Lightweight,False,False
6531,Rafaello Oliveira,Nik Lentz,27,25,0,Lightweight,False,False
6532,Rick Story,Brian Foster,25,25,1,Welterweight,False,False
6532,Brian Foster,Rick Story,25,25,0,Welterweight,False,False
6533,Eliot Marshall,Jason Brilz,29,34,1,Light Heavyweight,False,False
6533,Jason Brilz,Eliot Marshall,34,29,0,Light Heavyweight,False,False
6534,Vladimir Matyushenko,Igor Pokrajac,38,30,1,Light Heavyweight,False,False
6534,Igor Pokrajac,Vladimir Matyushenko,30,38,0,Light Heavyweight,False,False
6535,Rafael Dos Anjos,Rob Emerson,24,28,1,Lightweight,False,False
6535,Rob Emerson,Rafael Dos Anjos,28,24,0,Lightweight,False,False
6536,Nate Diaz,Melvin Guillard,24,26,1,Lightweight,False,False
6536,Melvin Guillard,Nate Diaz,26,24,0,Lightweight,False,False
6537,Gray Maynard,Roger Huerta,30,26,1,Lightweight,False,False
6537,Roger Huerta,Gray Maynard,26,30,0,Lightweight,False,False
6538,Carlos Condit,Jake Ellenberger,25,24,1,Welterweight,False,False
6538,Jake Ellenberger,Carlos Condit,24,25,0,Welterweight,False,False
6539,Nate Quarry,Tim Credeur,37,32,1,Middleweight,False,False
6539,Tim Credeur,Nate Quarry,32,37,0,Middleweight,False,False
6540,Brian Stann,Steve Cantwell,28,22,1,Light Heavyweight,False,False
6540,Steve Cantwell,Brian Stann,22,28,0,Light Heavyweight,False,False
6541,Mike Pyle,Chris Wilson,33,32,1,Welterweight,False,False
6541,Chris Wilson,Mike Pyle,32,33,0,Welterweight,False,False
6542,Jeremy Stephens,Justin Buchholz,23,26,1,Lightweight,False,False
6542,Justin Buchholz,Jeremy Stephens,26,23,0,Lightweight,False,False
6543,Mike Pierce,Brock Larson,29,32,1,Welterweight,False,False
6543,Brock Larson,Mike Pierce,32,29,0,Welterweight,False,False
6544,Ryan Jensen,Steve Steinbeiss,31,28,1,Middleweight,False,False
6544,Steve Steinbeiss,Ryan Jensen,28,31,0,Middleweight,False,False
6545,Antonio Rodrigo Nogueira,Randy Couture,33,46,1,Heavyweight,False,False
6545,Randy Couture,Antonio Rodrigo Nogueira,46,33,0,Heavyweight,False,False
6546,Thiago Silva,Keith Jardine,26,33,1,Light Heavyweight,False,False
6546,Keith Jardine,Thiago Silva,33,26,0,Light Heavyweight,False,False
6547,Jake Rosholt,Chris Leben,27,29,1,Middleweight,False,False
6547,Chris Leben,Jake Rosholt,29,27,0,Middleweight,False,False
6548,Nate Marquardt,Demian Maia,30,31,1,Middleweight,False,False
6548,Demian Maia,Nate Marquardt,31,30,0,Middleweight,False,False
6549,Brandon Vera,Krzysztof Soszynski,31,32,1,Light Heavyweight,False,False
6549,Krzysztof Soszynski,Brandon Vera,32,31,0,Light Heavyweight,False,False
6550,Aaron Simpson,Ed Herman,35,28,1,Middleweight,False,False
6550,Ed Herman,Aaron Simpson,28,35,0,Middleweight,False,False
6551,Gabriel Gonzaga,Chris Tuchscherer,30,33,1,Heavyweight,False,False
6551,Chris Tuchscherer,Gabriel Gonzaga,33,30,0,Heavyweight,False,False
6552,Mike Russow,Justin McCully,32,33,1,Heavyweight,False,False
6552,Justin McCully,Mike Russow,33,32,0,Heavyweight,False,False
6553,Todd Duffee,Tim Hague,23,26,1,Heavyweight,False,False
6553,Tim Hague,Todd Duffee,26,23,0,Heavyweight,False,False
6554,Mark Munoz,Nick Catone,31,27,1,Middleweight,False,False
6554,Nick Catone,Mark Munoz,27,31,0,Middleweight,False,False
6555,Evan Dunham,Marcus Aurelio,27,36,1,Lightweight,False,False
6555,Marcus Aurelio,Evan Dunham,36,27,0,Lightweight,False,False
6556,BJ Penn,Kenny Florian,30,33,1,Lightweight,False,True
6556,Kenny Florian,BJ Penn,33,30,0,Lightweight,False,True
6557,Anderson Silva,Forrest Griffin,34,30,1,Light Heavyweight,False,False
6557,Forrest Griffin,Anderson Silva,30,34,0,Light Heavyweight,False,False
6558,Aaron Riley,Shane Nelson,28,24,1,Lightweight,False,False
6558,Shane Nelson,Aaron Riley,24,28,0,Lightweight,False,False
6559,Johny Hendricks,Amir Sadollah,25,28,1,Welterweight,False,False
6559,Amir Sadollah,Johny Hendricks,28,25,0,Welterweight,False,False
6560,Ricardo Almeida,Kendall Grove,32,26,1,Middleweight,False,False
6560,Kendall Grove,Ricardo Almeida,26,32,0,Middleweight,False,False
6561,Kurt Pellegrino,Josh Neer,30,26,1,Lightweight,False,False
6561,Josh Neer,Kurt Pellegrino,26,30,0,Lightweight,False,False
6562,John Howard,Tamdan McCrory,26,22,1,Welterweight,False,False
6562,Tamdan McCrory,John Howard,22,26,0,Welterweight,False,False
6563,Alessio Sakara,Thales Leites,27,27,1,Middleweight,False,False
6563,Thales Leites,Alessio Sakara,27,27,0,Middleweight,False,False
6564,Matthew Riddle,Dan Cramer,23,23,1,Welterweight,False,False
6564,Dan Cramer,Matthew Riddle,23,23,0,Welterweight,False,False
6565,George Sotiropoulos,George Roop,32,27,1,Lightweight,False,False
6565,George Roop,George Sotiropoulos,27,32,0,Lightweight,False,False
6566,Jesse Lennox,Danillo Villefort,27,26,1,Welterweight,False,False
6566,Danillo Villefort,Jesse Lennox,26,27,0,Welterweight,False,False
6567,Jon Fitch,Paulo Thiago,31,28,1,Welterweight,False,False
6567,Paulo Thiago,Jon Fitch,28,31,0,Welterweight,False,False
6568,Brock Lesnar,Frank Mir,31,30,1,Heavyweight,False,True
6568,Frank Mir,Brock Lesnar,30,31,0,Heavyweight,False,True
6569,Georges St-Pierre,Thiago Alves,28,25,1,Welterweight,False,True
6569,Thiago Alves,Georges St-Pierre,25,28,0,Welterweight,False,True
6570,Dan Henderson,Michael Bisping,38,30,1,Middleweight,False,False
6570,Michael Bisping,Dan Henderson,30,38,0,Middleweight,False,False
6571,Yoshihiro Akiyama,Alan Belcher,33,25,1,Middleweight,False,False
6571,Alan Belcher,Yoshihiro Akiyama,25,33,0,Middleweight,False,False
6572,Mark Coleman,Stephan Bonnar,44,32,1,Light Heavyweight,False,False
6572,Stephan Bonnar,Mark Coleman,32,44,0,Light Heavyweight,False,False
6573,Jim Miller,Mac Danzig,25,29,1,Lightweight,False,False
6573,Mac Danzig,Jim Miller,29,25,0,Lightweight,False,False
6574,Jon Jones,Jake O'Brien,21,24,1,Light Heavyweight,False,False
6574,Jake O'Brien,Jon Jones,24,21,0,Light Heavyweight,False,False
6575,Dong Hyun Kim,TJ Grant,27,25,1,Welterweight,False,False
6575,TJ Grant,Dong Hyun Kim,25,27,0,Welterweight,False,False
6576,Tom Lawlor,CB Dollaway,26,25,1,Middleweight,False,False
6576,CB Dollaway,Tom Lawlor,25,26,0,Middleweight,False,False
6577,Shannon Gugerty,Matt Grice,27,27,1,Lightweight,False,False
6577,Matt Grice,Shannon Gugerty,27,27,0,Lightweight,False,False
6578,Diego Sanchez,Clay Guida,27,27,1,Lightweight,False,False
6578,Clay Guida,Diego Sanchez,27,27,0,Lightweight,False,False
6579,James Wilks,DaMarques Johnson,31,26,1,Welterweight,False,True
6579,DaMarques Johnson,James Wilks,26,31,0,Welterweight,False,True
6580,Chris Lytle,Kevin Burns,34,29,1,Welterweight,False,False
6580,Kevin Burns,Chris Lytle,29,34,0,Welterweight,False,False
6581,Ross Pearson,Andre Winner,24,27,1,Lightweight,False,True
6581,Andre Winner,Ross Pearson,27,24,0,Lightweight,False,True
6582,Joe Stevenson,Nate Diaz,27,24,1,Lightweight,False,False
6582,Nate Diaz,Joe Stevenson,24,27,0,Lightweight,False,False
6583,Melvin Guillard,Gleison Tibau,26,25,1,Lightweight,False,False
6583,Gleison Tibau,Melvin Guillard,25,26,0,Lightweight,False,False
6584,Brad Blackburn,Edgar Garcia,32,25,1,Welterweight,False,False
6584,Edgar Garcia,Brad Blackburn,25,32,0,Welterweight,False,False
6585,Tomasz Drwal,Mike Ciesnolevicz,27,29,1,Light Heavyweight,False,False
6585,Mike Ciesnolevicz,Tomasz Drwal,29,27,0,Light Heavyweight,False,False
6586,Nick Osipczak,Frank Lester,24,25,1,Welterweight,False,False
6586,Frank Lester,Nick Osipczak,25,24,0,Welterweight,False,False
6587,Jason Dent,Cameron Dollar,29,22,1,Lightweight,False,False
6587,Cameron Dollar,Jason Dent,22,29,0,Lightweight,False,False
6588,Rich Franklin,Wanderlei Silva,34,32,1,Catch Weight,False,False
6588,Wanderlei Silva,Rich Franklin,32,34,0,Catch Weight,False,False
6589,Cain Velasquez,Cheick Kongo,26,34,1,Heavyweight,False,False
6589,Cheick Kongo,Cain Velasquez,34,26,0,Heavyweight,False,False
6590,Mirko Filipovic,Mostapha Al-Turk,34,35,1,Heavyweight,False,False
6590,Mostapha Al-Turk,Mirko Filipovic,35,34,0,Heavyweight,False,False
6591,Mike Swick,Ben Saunders,29,26,1,Welterweight,False,False
6591,Ben Saunders,Mike Swick,26,29,0,Welterweight,False,False
6592,Spencer Fisher,Caol Uno,33,34,1,Lightweight,False,False
6592,Caol Uno,Spencer Fisher,34,33,0,Lightweight,False,False
6593,Dan Hardy,Marcus Davis,27,35,1,Welterweight,False,False
6593,Marcus Davis,Dan Hardy,35,27,0,Welterweight,False,False
6594,Terry Etim,Justin Buchholz,23,25,1,Lightweight,False,False
6594,Justin Buchholz,Terry Etim,25,23,0,Lightweight,False,False
6595,Dennis Siver,Dale Hartt,30,30,1,Lightweight,False,False
6595,Dale Hartt,Dennis Siver,30,30,0,Lightweight,False,False
6596,Paul Taylor,Peter Sobotta,29,22,1,Welterweight,False,False
6596,Peter Sobotta,Paul Taylor,22,29,0,Welterweight,False,False
6597,Paul Kelly,Rolando Delgado,24,27,1,Lightweight,False,False
6597,Rolando Delgado,Paul Kelly,27,24,0,Lightweight,False,False
6598,Stefan Struve,Denis Stojnic,21,29,1,Heavyweight,False,False
6598,Denis Stojnic,Stefan Struve,29,21,0,Heavyweight,False,False
6599,John Hathaway,Rick Story,21,24,1,Welterweight,False,False
6599,Rick Story,John Hathaway,24,21,0,Welterweight,False,False
6600,Lyoto Machida,Rashad Evans,30,29,1,Light Heavyweight,False,True
6600,Rashad Evans,Lyoto Machida,29,30,0,Light Heavyweight,False,True
6601,Matt Hughes,Matt Serra,35,34,1,Welterweight,False,False
6601,Matt Serra,Matt Hughes,34,35,0,Welterweight,False,False
6602,Drew McFedries,Xavier Foupa-Pokam,30,26,1,Middleweight,False,False
6602,Xavier Foupa-Pokam,Drew McFedries,26,30,0,Middleweight,False,False
6603,Chael Sonnen,Dan Miller,32,27,1,Middleweight,False,False
6603,Dan Miller,Chael Sonnen,27,32,0,Middleweight,False,False
6604,Frankie Edgar,Sean Sherk,27,35,1,Lightweight,False,False
6604,Sean Sherk,Frankie Edgar,35,27,0,Lightweight,False,False
6605,Brock Larson,Mike Pyle,31,33,1,Welterweight,False,False
6605,Mike Pyle,Brock Larson,33,31,0,Welterweight,False,False
6606,Tim Hague,Pat Barry,26,29,1,Heavyweight,False,False
6606,Pat Barry,Tim Hague,29,26,0,Heavyweight,False,False
6607,Kyle Bradley,Phillipe Nover,26,25,1,Lightweight,False,False
6607,Phillipe Nover,Kyle Bradley,25,26,0,Lightweight,False,False
6608,Krzysztof Soszynski,Andre Gusmao,31,32,1,Light Heavyweight,False,False
6608,Andre Gusmao,Krzysztof Soszynski,32,31,0,Light Heavyweight,False,False
6609,Yoshiyuki Yoshida,Brandon Wolff,35,33,1,Welterweight,False,False
6609,Brandon Wolff,Yoshiyuki Yoshida,33,35,0,Welterweight,False,False
6610,George Roop,David Kaplan,27,29,1,Lightweight,False,False
6610,David Kaplan,George Roop,29,27,0,Lightweight,False,False
